PropertyID,TaxYear,CondoMasterId
1526249,2019,596651
1526250,2019,596651
1526392,2019,1503414
1526410,2019,1514480
1526412,2019,1514480
1526413,2019,1514480
1526414,2019,1514480
1526423,2019,636189
1526424,2019,636189
1526427,2019,636189
1526447,2019,1526446
1526448,2019,1526446
1526465,2019,1526464
1526536,2019,1526464
1526544,2019,1526464
1526545,2019,1526464
1526546,2019,1526464
1526548,2019,1526464
1526549,2019,1526464
1526550,2019,1526464
1526551,2019,1441033
1526555,2019,1441033
1527029,2019,1527032
1527030,2019,1527032
1527031,2019,1527032
1528057,2019,1502171
1528058,2019,1502171
1528059,2019,1502171
1528060,2019,1502171
1528083,2019,620967
1528124,2019,596651
1528125,2019,596651
1528126,2019,596651
1528127,2019,596651
1528130,2019,596651
1528131,2019,596651
1528132,2019,596651
1528133,2019,596651
1528680,2019,1528679
1528681,2019,1528679
1528682,2019,1528679
1528683,2019,1528679
1529030,2019,595632
1529031,2019,595632
1529034,2019,595632
1529035,2019,595632
1529036,2019,595632
1529039,2019,595632
1529043,2019,595632
1529044,2019,595632
1529045,2019,595632
1529047,2019,595632
1529048,2019,595632
1529049,2019,595632
1529050,2019,595632
1529052,2019,595632
1529053,2019,595632
1529054,2019,595632
1529055,2019,595632
1529056,2019,595632
1529057,2019,595632
1529058,2019,595632
1529581,2019,1529580
1529583,2019,1529580
1529585,2019,1529580
1529586,2019,1529580
1529587,2019,1529580
1529589,2019,1529580
1529590,2019,1529580
1529591,2019,1529580
1529592,2019,1529580
1529593,2019,1529580
1529595,2019,1529580
1529597,2019,1529580
1529885,2019,1529882
1529888,2019,1529882
597623,2019,599169
597624,2019,599169
597625,2019,599169
597626,2019,599169
597627,2019,599169
597628,2019,599169
597629,2019,599169
597630,2019,599169
597631,2019,599169
597632,2019,599169
597633,2019,599169
597634,2019,599169
597635,2019,599169
597636,2019,599169
597637,2019,599169
597638,2019,599169
597639,2019,599169
597642,2019,599358
597643,2019,599358
597644,2019,599358
597645,2019,599358
597649,2019,590769
597659,2019,599169
597660,2019,599169
597661,2019,599169
597662,2019,599169
597663,2019,599169
597664,2019,599169
597665,2019,599169
597666,2019,599169
597667,2019,599169
597668,2019,599169
597669,2019,599169
597670,2019,599169
597671,2019,599169
597672,2019,599169
597673,2019,599169
597674,2019,599169
597675,2019,599169
597676,2019,599169
597677,2019,599169
597678,2019,599169
597679,2019,599169
597680,2019,599169
597681,2019,599169
597682,2019,599169
597683,2019,599169
597684,2019,599169
597685,2019,599169
597686,2019,599169
597687,2019,599169
597688,2019,599169
597689,2019,599169
597690,2019,599169
597691,2019,599169
597692,2019,599169
597693,2019,590769
597694,2019,590769
597695,2019,595119
597696,2019,595119
597697,2019,599169
597698,2019,599169
597699,2019,599169
597700,2019,599169
597701,2019,599169
597702,2019,599169
597703,2019,599169
598644,2019,624245
598914,2019,609748
599326,2019,595038
599327,2019,595038
599329,2019,591918
599383,2019,609748
599472,2019,591918
1540239,2019,1427799
1540280,2019,1540279
1540281,2019,1540279
1540282,2019,1540279
1540283,2019,1540279
1540290,2019,1540289
1540291,2019,1540289
1540292,2019,1540289
1540293,2019,1540289
1540294,2019,1540289
1540295,2019,1540289
1540296,2019,1540289
1540297,2019,1540289
1540298,2019,1540289
1540299,2019,1540289
1540304,2019,1540301
1540306,2019,1540301
1540307,2019,1540301
1540310,2019,1540301
1540311,2019,1540301
1540312,2019,1540301
1540313,2019,1540301
1540314,2019,1540301
1540315,2019,1540301
1540316,2019,1540301
1540317,2019,1540301
1540323,2019,1540321
1540324,2019,1540321
1540326,2019,1540321
1540328,2019,1540321
1540331,2019,1540321
1540343,2019,627355
1540344,2019,627355
1540921,2019,595443
1540924,2019,595443
1540925,2019,595443
1540926,2019,595443
1540932,2019,597149
1540933,2019,597149
1541121,2019,1554820
1541122,2019,1554820
1541124,2019,1554820
1541125,2019,1554820
1541126,2019,1554820
1541127,2019,1554820
1541133,2019,1541131
1541134,2019,1541131
1541135,2019,1541131
1541255,2019,1541254
1541256,2019,1541254
1541259,2019,1541254
1541261,2019,1541254
1541262,2019,1541254
1541272,2019,1541268
1541275,2019,1541268
1541276,2019,1541268
1541277,2019,1541268
1541279,2019,1541268
1541280,2019,1541268
1541287,2019,1541286
1541288,2019,1541286
1541291,2019,1541286
1541292,2019,1541286
1541296,2019,1541286
1541297,2019,1541286
1541298,2019,1541286
1541299,2019,1541286
1541434,2019,1541286
1541438,2019,1541286
1541595,2019,1541590
1541600,2019,1541590
1541603,2019,1541590
1541604,2019,1541590
1541609,2019,1541590
1541610,2019,1541590
1541611,2019,1541590
1541614,2019,1541590
1541615,2019,1541590
1541616,2019,1541590
1541617,2019,1541590
1541618,2019,1541590
1541620,2019,1541590
1541621,2019,1541590
1541622,2019,1541590
1541630,2019,1541590
1541631,2019,1541590
1541632,2019,1541590
1541633,2019,1541590
1541634,2019,1541590
1541635,2019,1541590
1541636,2019,1541590
1541637,2019,1541590
1541638,2019,1541590
1541639,2019,1541590
1541640,2019,1541590
1541642,2019,1541590
1541643,2019,1541590
1541645,2019,1541590
1541647,2019,1541590
1541648,2019,1541590
1541650,2019,1541590
1541652,2019,1541590
1541655,2019,1541590
1541656,2019,1541590
1541663,2019,1554820
1541665,2019,1554820
1541666,2019,1554820
1541670,2019,1526555
1541672,2019,1526555
1541673,2019,1526555
1541674,2019,1526555
1541677,2019,1554820
1541679,2019,1554820
1541680,2019,1554820
605779,2019,607019
605826,2019,602844
605828,2019,598380
605920,2019,636176
605957,2019,590648
605958,2019,590648
