ComID,PropertyID,TaxYear,BuildingNumber,UnitsPerBldg,StructureType,StructureType_Desc,IdenticalUnits,Grade,BuildingName,ClassCode,YearBuilt,YearEffective,YearRemod,PctComplete,Comments,PctCompleteFactor,ECF,CountyIndex,GradeFactor,RCN,UnAdjRCNLD,RCNLD,ElevatorUnAdjRCNLD,ElevatorECNLD,AvgSFCost,AvgPctGood,TotalIdenticalUnits,TotalRCNLD,TotCostArea
303834956,622350,2019,1,1.000000,338,338 - Parking Garage/Deck,1.000000,A,NULL,3507,1984.000000,1985.000000,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,115030.000000,17993.000000,21991.000000,0.000000,0.000000,8.800000,0.156000,1.000000,21990.000000,2500.000000
272155748,622351,2019,1,1.000000,353,"353 - Office Building, Low Rise (1 to 4 stories)",1.000000,F,NULL,3507,1958.000000,2000.000000,2007.000000,NULL,NULL,1.000000,1.260000,0.970000,0.840000,337220.000000,242799.000000,296749.000000,0.000000,0.000000,70.990000,0.720000,1.000000,296750.000000,4180.000000
350761435,622355,2019,2,3.000000,397,397 - Flex Warehouse,1.000000,G,NULL,3507,1997.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.330000,160300.000000,107401.000000,131265.000000,0.000000,0.000000,37.000000,0.670000,1.000000,131270.000000,3548.000000
350761473,622356,2019,1,1.000000,397,397 - Flex Warehouse,1.000000,G,NULL,3507,1997.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.330000,185820.000000,124499.000000,152163.000000,0.000000,0.000000,47.550000,0.670000,1.000000,152160.000000,3200.000000
285082037,622363,2019,1,1.000000,610,610 - Library,1.000000,G,NULL,3507,1900.000000,1990.000000,1999.000000,NULL,NULL,1.000000,1.260000,0.970000,1.330000,988500.000000,648500.000000,792597.000000,79640.000000,84929.000000,253.550000,0.656000,1.000000,877530.000000,3126.000000
271784361,622414,2019,1,1.000000,353,"353 - Office Building, Low Rise (1 to 4 stories)",1.000000,A,NULL,3507,2014.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,819580.000000,754013.000000,921555.000000,0.000000,0.000000,143.810000,0.920000,1.000000,921560.000000,6408.000000
331321759,622415,2019,1,1.000000,353,"353 - Office Building, Low Rise (1 to 4 stories)",1.000000,G,NULL,3507,2001.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.330000,5725660.000000,4283434.000000,5235213.000000,75060.000000,91278.000000,163.760000,0.748000,1.000000,5326490.000000,31969.000000
344923581,622416,2019,2 - 1209,3.000000,211,"211 - Apartments, Garden (3 stories & less)",1.000000,E,NULL,3527,2017.000000,NULL,NULL,NULL,NULL,1.000000,1.570000,0.970000,1.840000,318290.000000,315108.000000,479878.000000,0.000000,0.000000,235.230000,0.990000,1.000000,479880.000000,2040.000000
300667210,622431,2019,1,1.000000,393,393 - Distribution Warehouse,1.000000,A,NULL,3507,1998.000000,2000.000000,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,1307520.000000,915264.000000,1118636.000000,0.000000,0.000000,33.740000,0.700000,1.000000,1118640.000000,33151.000000
351301961,622447,2019,1,1.000000,398,398 - Warehouse,1.000000,G,Crescent Electric,3507,2001.000000,2005.000000,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.330000,965420.000000,733718.000000,896751.000000,0.000000,0.000000,71.730000,0.760000,1.000000,896750.000000,12501.000000
368349737,622448,2019,1,1.000000,398,398 - Warehouse,1.000000,A,Mt Gardens/TG Construction,3307,1998.000000,2005.000000,2012.000000,NULL,NULL,1.000000,1.260000,0.970000,1.000000,245390.000000,185879.000000,227182.000000,0.000000,0.000000,50.540000,0.757000,1.000000,227180.000000,4495.000000
363861755,622545,2019,1,1.000000,353,"353 - Office Building, Low Rise (1 to 4 stories)",1.000000,A,NULL,3507,2002.000000,2005.000000,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,1922440.000000,1537372.000000,1878977.000000,0.000000,0.000000,88.390000,0.800000,1.000000,1878980.000000,21258.000000
363866310,622546,2019,1,1.000000,374,"374 - Multi-purpose, Retail, multi-occupancy",1.000000,A,NULL,3507,2017.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,1910080.000000,1890980.000000,2311154.000000,0.000000,0.000000,95.040000,0.990000,1.000000,2311150.000000,24318.000000
283921101,622549,2019,10,4.000000,104,"104 - Residential, 4-family",1.000000,A,Units 83-86,3527,2001.000000,NULL,NULL,NULL,NULL,1.000000,1.570000,0.970000,1.000000,168660.000000,128182.000000,195208.000000,0.000000,0.000000,100.110000,0.760000,1.000000,195210.000000,1950.000000
363477470,622554,2019,14 N CHURC,2.000000,321,321 - Restaurant,1.000000,G,14 North,3507,1961.000000,2005.000000,2013.000000,NULL,NULL,1.000000,1.260000,0.970000,1.330000,1392240.000000,1030258.000000,1259181.000000,0.000000,0.000000,157.670000,0.740000,1.000000,1259180.000000,7986.000000
371583408,622555,2019,1,10.000000,371,"371 - Multi-purpose, Downtown Row Type",1.000000,A,NULL,3507,1917.000000,1985.000000,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,45740.000000,26529.000000,32424.000000,0.000000,0.000000,0.000000,0.580000,1.000000,32420.000000,0.000000
371572987,622556,2019,1,10.000000,371,"371 - Multi-purpose, Downtown Row Type",1.000000,A,NULL,3507,1917.000000,1985.000000,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,22810.000000,13230.000000,16170.000000,0.000000,0.000000,0.000000,0.580000,1.000000,16170.000000,0.000000
371574069,622557,2019,1,10.000000,371,"371 - Multi-purpose, Downtown Row Type",1.000000,A,NULL,3507,1917.000000,1985.000000,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,68680.000000,39834.000000,48685.000000,0.000000,0.000000,0.000000,0.580000,1.000000,48690.000000,0.000000
355891602,622558,2019,1,3.000000,356,356 - Retail Condominium,1.000000,A,NULL,3507,1885.000000,1990.000000,2000.000000,NULL,NULL,1.000000,1.260000,0.970000,1.000000,340430.000000,214771.000000,262493.000000,0.000000,0.000000,86.950000,0.631000,1.000000,262490.000000,3019.000000
355888261,622559,2019,1,3.000000,356,356 - Retail Condominium,1.000000,A,NULL,3507,1885.000000,1990.000000,2000.000000,NULL,NULL,1.000000,1.260000,0.970000,1.000000,80310.000000,49248.000000,60191.000000,0.000000,0.000000,167.200000,0.613000,1.000000,60190.000000,360.000000
350761952,622580,2019,1,5.000000,355,355 - Office Condominium,1.000000,G,NULL,3507,2003.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.330000,1227490.000000,945167.000000,1155183.000000,0.000000,0.000000,125.440000,0.770000,1.000000,1155180.000000,9209.000000
350761985,622584,2019,1,6.000000,355,355 - Office Condominium,1.000000,A,NULL,3507,2004.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,200570.000000,156445.000000,191207.000000,0.000000,0.000000,111.560000,0.780000,1.000000,191210.000000,1714.000000
360553214,622585,2019,COMMON,6.000000,106,106 - Condominium (common element),1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,291900.000000,227683.000000,278273.000000,33250.000000,31698.000000,86.660000,0.780000,1.000000,309970.000000,3211.000000
255696477,622590,2019,1,2.000000,102,"102 - Residential, 2-family",1.000000,A,NULL,3527,2001.000000,NULL,NULL,NULL,NULL,1.000000,1.570000,0.970000,1.000000,185340.000000,140859.000000,214514.000000,0.000000,0.000000,92.380000,0.760000,1.000000,214510.000000,2322.000000
280221029,622593,2019,NULL,1.000000,720,720 - Radio/TV Transmitter Building,1.000000,G,NULL,3507,2001.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.330000,20760.000000,14532.000000,17761.000000,0.000000,0.000000,74.000000,0.700000,1.000000,17760.000000,240.000000
371939566,622614,2019,1,1.000000,368,368 - Hangar,1.000000,A,NULL,3307,1988.000000,2000.000000,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,343440.000000,219802.000000,268642.000000,0.000000,0.000000,29.850000,0.640000,1.000000,268640.000000,9000.000000
374557049,622628,2019,1,4.000000,355,355 - Office Condominium,1.000000,G,NULL,3507,2002.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.330000,540630.000000,400066.000000,488961.000000,0.000000,0.000000,160.470000,0.740000,1.000000,488960.000000,3047.000000
350762112,622636,2019,1,5.000000,355,355 - Office Condominium,1.000000,G,NULL,3507,2003.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.330000,385640.000000,289230.000000,353497.000000,0.000000,0.000000,161.340000,0.750000,1.000000,353500.000000,2191.000000
350762143,622637,2019,1,5.000000,355,355 - Office Condominium,1.000000,G,NULL,3507,2003.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.330000,371380.000000,278535.000000,340425.000000,0.000000,0.000000,161.340000,0.750000,1.000000,340430.000000,2110.000000
350762173,622638,2019,1,5.000000,355,355 - Office Condominium,1.000000,G,NULL,3507,2003.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.330000,273690.000000,205268.000000,250879.000000,0.000000,0.000000,164.300000,0.750000,1.000000,250880.000000,1527.000000
350762211,622639,2019,1,5.000000,355,355 - Office Condominium,1.000000,G,NULL,3507,2003.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.330000,327210.000000,251952.000000,307936.000000,0.000000,0.000000,153.580000,0.770000,1.000000,307940.000000,2005.000000
355579486,622640,2019,1,1.000000,356,356 - Retail Condominium,1.000000,V,NULL,3507,2001.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.670000,827100.000000,562428.000000,687400.000000,0.000000,0.000000,145.080000,0.680000,1.000000,687400.000000,4738.000000
374526490,622641,2019,1,1.000000,356,356 - Retail Condominium,1.000000,G,Jacob's Crossing,3507,2001.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.330000,384630.000000,261548.000000,319664.000000,0.000000,0.000000,151.140000,0.680000,1.000000,319660.000000,2115.000000
350762312,622642,2019,1,1.000000,356,356 - Retail Condominium,1.000000,V,NULL,3507,2001.000000,2005.000000,2012.000000,NULL,NULL,1.000000,1.260000,0.970000,1.670000,570580.000000,422229.000000,516048.000000,0.000000,0.000000,193.420000,0.740000,1.000000,516050.000000,2668.000000
355584674,622643,2019,1,1.000000,356,356 - Retail Condominium,1.000000,V,Jacob's Crossing,3507,2001.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.670000,611890.000000,416085.000000,508539.000000,0.000000,0.000000,193.070000,0.680000,1.000000,508540.000000,2634.000000
350762567,622650,2019,1,1.000000,355,355 - Office Condominium,1.000000,G,NULL,3507,2002.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.330000,403960.000000,286812.000000,350542.000000,0.000000,0.000000,0.000000,0.710000,1.000000,350540.000000,0.000000
350762602,622651,2019,1,1.000000,355,355 - Office Condominium,1.000000,G,NULL,3507,2002.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.330000,224010.000000,159379.000000,194793.000000,0.000000,0.000000,0.000000,0.711000,1.000000,194790.000000,0.000000
374531409,622652,2019,1,4.000000,355,355 - Office Condominium,1.000000,G,DUNBAR BUILDING,3507,2002.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.330000,598680.000000,443023.000000,541463.000000,0.000000,0.000000,172.500000,0.740000,1.000000,541460.000000,3139.000000
374540413,622653,2019,1,4.000000,355,355 - Office Condominium,1.000000,G,NULL,3507,2002.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.330000,447640.000000,331254.000000,404859.000000,0.000000,0.000000,189.630000,0.740000,1.000000,404860.000000,2135.000000
374554386,622654,2019,1,4.000000,355,355 - Office Condominium,1.000000,G,NULL,3507,2002.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.330000,431870.000000,319584.000000,390596.000000,0.000000,0.000000,165.580000,0.740000,1.000000,390600.000000,2359.000000
363912473,622655,2019,1,4.000000,355,355 - Office Condominium,1.000000,G,NULL,3507,2004.000000,2005.000000,2005.000000,NULL,NULL,1.000000,1.260000,0.970000,1.330000,881090.000000,704872.000000,861495.000000,0.000000,0.000000,163.560000,0.800000,1.000000,861500.000000,5267.000000
363912508,622656,2019,1,4.000000,355,355 - Office Condominium,1.000000,G,NULL,3507,2004.000000,2005.000000,2005.000000,NULL,NULL,1.000000,1.260000,0.970000,1.330000,582540.000000,466032.000000,569584.000000,0.000000,0.000000,160.630000,0.800000,1.000000,569580.000000,3546.000000
360881482,622657,2019,1,7.000000,356,356 - Retail Condominium,1.000000,G,ART SHOPPE,3507,1898.000000,2000.000000,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.330000,395780.000000,265173.000000,324095.000000,0.000000,0.000000,142.400000,0.670000,1.000000,324100.000000,2276.000000
360881561,622658,2019,1,7.000000,356,356 - Retail Condominium,1.000000,G,THE NAKED NOODLE,3507,1898.000000,2000.000000,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.330000,222930.000000,149363.000000,182551.000000,0.000000,0.000000,165.650000,0.670000,1.000000,182550.000000,1102.000000
367891068,622659,2019,1,1.000000,356,356 - Retail Condominium,1.000000,G,"Nutshell Natur, Style a, Brkshr Hthwy",3507,1898.000000,2005.000000,2018.000000,NULL,NULL,1.000000,1.260000,0.970000,1.330000,870350.000000,644059.000000,787169.000000,0.000000,0.000000,109.960000,0.740000,1.000000,787170.000000,7159.000000
360881627,622660,2019,1,7.000000,356,356 - Retail Condominium,1.000000,G,"Downtowner Mall, World Wildlife Fund,",3507,1898.000000,2000.000000,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.330000,1442240.000000,966301.000000,1181013.000000,0.000000,0.000000,116.210000,0.670000,1.000000,1181010.000000,10163.000000
350762957,622662,2019,1,6.000000,355,355 - Office Condominium,1.000000,A,NULL,3507,2004.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,201070.000000,156835.000000,191684.000000,0.000000,0.000000,126.190000,0.780000,1.000000,191680.000000,1519.000000
350762989,622663,2019,1,6.000000,355,355 - Office Condominium,1.000000,A,NULL,3507,2004.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,235570.000000,179033.000000,218814.000000,0.000000,0.000000,119.900000,0.760000,1.000000,218810.000000,1825.000000
350763021,622664,2019,1,6.000000,355,355 - Office Condominium,1.000000,E,NULL,3507,2004.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.840000,361670.000000,282103.000000,344786.000000,0.000000,0.000000,201.870000,0.780000,1.000000,344790.000000,1708.000000
350763053,622665,2019,1,6.000000,355,355 - Office Condominium,1.000000,G,NULL,3507,2004.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.330000,320060.000000,249647.000000,305119.000000,0.000000,0.000000,166.370000,0.780000,1.000000,305120.000000,1834.000000
363912540,622695,2019,1,4.000000,355,355 - Office Condominium,1.000000,G,NULL,3507,2004.000000,2010.000000,2016.000000,NULL,NULL,1.000000,1.260000,0.970000,1.330000,417750.000000,359265.000000,439094.000000,0.000000,0.000000,205.470000,0.860000,1.000000,439090.000000,2137.000000
350763222,622696,2019,1,6.000000,355,355 - Office Condominium,1.000000,G,NULL,3507,2004.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.330000,241890.000000,188674.000000,230597.000000,0.000000,0.000000,159.250000,0.780000,1.000000,230600.000000,1448.000000
301252987,622733,2019,1,2.000000,102,"102 - Residential, 2-family",1.000000,V,NULL,3527,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.570000,0.970000,1.670000,1174810.000000,975092.000000,1484967.000000,0.000000,0.000000,214.100000,0.830000,1.000000,1484970.000000,6936.000000
350763254,622745,2019,1,1.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2004.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,83050.000000,62289.000000,76130.000000,0.000000,0.000000,45.340000,0.750000,1.000000,76130.000000,1679.000000
350763289,622746,2019,1,1.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2004.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,71840.000000,53880.000000,65852.000000,0.000000,0.000000,43.520000,0.750000,1.000000,65850.000000,1513.000000
350763325,622747,2019,1,1.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2004.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,64520.000000,48391.000000,59144.000000,0.000000,0.000000,43.970000,0.750000,1.000000,59140.000000,1345.000000
350763366,622748,2019,2,1.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2004.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,64520.000000,48391.000000,59144.000000,0.000000,0.000000,43.970000,0.750000,1.000000,59140.000000,1345.000000
350763400,622749,2019,2,1.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2004.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,76170.000000,57128.000000,69822.000000,0.000000,0.000000,42.550000,0.750000,1.000000,69820.000000,1641.000000
350763441,622750,2019,2,1.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2004.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,91680.000000,68761.000000,84040.000000,0.000000,0.000000,43.430000,0.750000,1.000000,84040.000000,1935.000000
350763475,622751,2019,2,1.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2004.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,91680.000000,68761.000000,84040.000000,0.000000,0.000000,43.430000,0.750000,1.000000,84040.000000,1935.000000
350763509,622752,2019,2,1.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2004.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,76170.000000,57128.000000,69822.000000,0.000000,0.000000,42.550000,0.750000,1.000000,69820.000000,1641.000000
350763543,622753,2019,5,1.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,64810.000000,50553.000000,61786.000000,0.000000,0.000000,45.940000,0.780000,1.000000,61790.000000,1345.000000
350763577,622754,2019,5,1.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,74730.000000,58290.000000,71242.000000,0.000000,0.000000,47.090000,0.780000,1.000000,71240.000000,1513.000000
350763613,622755,2019,5,6.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,85940.000000,67033.000000,81928.000000,0.000000,0.000000,48.800000,0.780000,1.000000,81930.000000,1679.000000
350763649,622756,2019,5,6.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,85940.000000,67033.000000,81928.000000,0.000000,0.000000,48.800000,0.780000,1.000000,81930.000000,1679.000000
350763685,622757,2019,5,6.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,74730.000000,58290.000000,71242.000000,0.000000,0.000000,47.090000,0.780000,1.000000,71240.000000,1513.000000
350763721,622758,2019,5,6.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,67410.000000,52580.000000,64264.000000,0.000000,0.000000,47.780000,0.780000,1.000000,64260.000000,1345.000000
350763758,622759,2019,4,12.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,67410.000000,52580.000000,64264.000000,0.000000,0.000000,47.780000,0.780000,1.000000,64260.000000,1345.000000
350763797,622760,2019,4,12.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,74730.000000,58290.000000,71242.000000,0.000000,0.000000,47.090000,0.780000,1.000000,71240.000000,1513.000000
350763854,622761,2019,4,12.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,85940.000000,67033.000000,81928.000000,0.000000,0.000000,48.800000,0.780000,1.000000,81930.000000,1679.000000
350763899,622762,2019,4,12.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,85940.000000,67033.000000,81928.000000,0.000000,0.000000,48.800000,0.780000,1.000000,81930.000000,1679.000000
350763937,622763,2019,4,12.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,74730.000000,58290.000000,71242.000000,0.000000,0.000000,47.090000,0.780000,1.000000,71240.000000,1513.000000
350763996,622764,2019,4,12.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,67410.000000,52580.000000,64264.000000,0.000000,0.000000,47.780000,0.780000,1.000000,64260.000000,1345.000000
350764032,622765,2019,4,12.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,67410.000000,52580.000000,64264.000000,0.000000,0.000000,47.780000,0.780000,1.000000,64260.000000,1345.000000
350764068,622766,2019,4,12.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,74730.000000,58290.000000,71242.000000,0.000000,0.000000,47.090000,0.780000,1.000000,71240.000000,1513.000000
350764105,622767,2019,4,12.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,85940.000000,67033.000000,81928.000000,0.000000,0.000000,48.800000,0.780000,1.000000,81930.000000,1679.000000
350764144,622768,2019,4,12.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,85940.000000,67033.000000,81928.000000,0.000000,0.000000,48.800000,0.780000,1.000000,81930.000000,1679.000000
350764180,622769,2019,4,12.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,74730.000000,58290.000000,71242.000000,0.000000,0.000000,47.090000,0.780000,1.000000,71240.000000,1513.000000
350764216,622770,2019,4,12.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,67410.000000,52580.000000,64264.000000,0.000000,0.000000,47.780000,0.780000,1.000000,64260.000000,1345.000000
350764252,622771,2019,6,6.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,67410.000000,52580.000000,64264.000000,0.000000,0.000000,47.780000,0.780000,1.000000,64260.000000,1345.000000
350764288,622772,2019,6,6.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,79060.000000,61667.000000,75369.000000,0.000000,0.000000,45.930000,0.780000,1.000000,75370.000000,1641.000000
365827311,622773,2019,6,6.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,114170.000000,89053.000000,108841.000000,0.000000,0.000000,56.250000,0.780000,1.000000,108840.000000,1935.000000
350764401,622774,2019,6,6.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,94570.000000,73765.000000,90156.000000,0.000000,0.000000,46.590000,0.780000,1.000000,90160.000000,1935.000000
350764440,622775,2019,6,6.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,79060.000000,61667.000000,75369.000000,0.000000,0.000000,45.930000,0.780000,1.000000,75370.000000,1641.000000
350764485,622776,2019,6,6.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,67410.000000,52580.000000,64264.000000,0.000000,0.000000,47.780000,0.780000,1.000000,64260.000000,1345.000000
350764524,622777,2019,7,6.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,67410.000000,52580.000000,64264.000000,0.000000,0.000000,47.780000,0.780000,1.000000,64260.000000,1345.000000
350764567,622778,2019,7,6.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,79060.000000,61667.000000,75369.000000,0.000000,0.000000,45.930000,0.780000,1.000000,75370.000000,1641.000000
350764619,622779,2019,7,6.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,114170.000000,89053.000000,108841.000000,0.000000,0.000000,56.250000,0.780000,1.000000,108840.000000,1935.000000
350764672,622780,2019,7,6.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,94570.000000,73765.000000,90156.000000,0.000000,0.000000,46.590000,0.780000,1.000000,90160.000000,1935.000000
350764708,622781,2019,7,6.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,79060.000000,61667.000000,75369.000000,0.000000,0.000000,45.930000,0.780000,1.000000,75370.000000,1641.000000
350764745,622782,2019,7,6.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2006.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,67410.000000,52580.000000,64264.000000,0.000000,0.000000,47.780000,0.780000,1.000000,64260.000000,1345.000000
350764780,622783,2019,1,1.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2004.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,81730.000000,61298.000000,74919.000000,0.000000,0.000000,45.680000,0.750000,1.000000,74920.000000,1640.000000
350764816,622784,2019,1,1.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2004.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,92020.000000,69016.000000,84351.000000,0.000000,0.000000,46.220000,0.750000,1.000000,84350.000000,1825.000000
350764853,622785,2019,1,1.000000,397,397 - Flex Warehouse,1.000000,A,NULL,3507,2004.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,92020.000000,69016.000000,84351.000000,0.000000,0.000000,46.220000,0.750000,1.000000,84350.000000,1825.000000
350764888,622786,2019,3,1.000000,397,397 - Flex Warehouse,1.000000,A,True Fit Crossfit,3507,2004.000000,NULL,NULL,NULL,NULL,1.000000,1.260000,0.970000,1.000000,81730.000000,61298.000000,74919.000000,0.000000,0.000000,45.680000,0.750000,1.000000,74920.000000,1640.000000
