PropertyID,TaxYear,LinkedProperty,LinkType,LinkTypeDesc,LinkedPropertyID
601412,2019,06-0903-05-1-03-06-1002,127509,9 - Other,600765
601412,2019,06-0903-05-1-03-06-6001,127509,9 - Other,600765
601416,2019,06-0903-05-1-03-14-6002,127509,9 - Other,600766
601416,2019,06-0903-05-1-03-15-0000,127509,9 - Other,600766
601416,2019,06-0903-05-1-03-14-1002,127509,9 - Other,600766
601416,2019,06-0903-05-1-03-14-6001,127509,9 - Other,600766
601417,2019,06-00RFF19480-001,123025,Real Property/Personal Property Link,569599
601418,2019,06-0903-05-1-03-28-6001,127509,9 - Other,600768
601418,2019,06-0903-05-1-03-28-6002,127509,9 - Other,600768
601418,2019,06-0903-05-1-03-29-0000,127509,9 - Other,600768
601418,2019,06-0903-05-1-03-28-1002,127509,9 - Other,600768
601420,2019,06-0903-05-1-03-18-6001,127509,9 - Other,600769
601420,2019,06-0903-05-1-03-19-0000,127509,9 - Other,600769
601420,2019,06-0903-05-1-03-18-1002,127509,9 - Other,600769
601420,2019,06-0903-05-1-03-18-6002,127509,9 - Other,600769
601421,2019,06-0903-05-1-03-22-6002,127509,9 - Other,600770
601421,2019,06-0903-05-1-03-24-0000,127509,9 - Other,600770
601421,2019,06-0903-05-1-03-22-1002,127509,9 - Other,600770
601421,2019,06-0903-05-1-03-22-6001,127509,9 - Other,600770
601422,2019,06-00RFF19485-001,123025,Real Property/Personal Property Link,569604
601423,2019,06-0903-05-1-03-32-1002,127509,9 - Other,600771
601423,2019,06-0903-05-1-03-32-6001,127509,9 - Other,600771
601423,2019,06-0903-05-1-03-32-6002,127509,9 - Other,600771
601423,2019,06-0903-05-1-03-33-0000,127509,9 - Other,600771
601426,2019,06-00RFF19493-001,123025,Real Property/Personal Property Link,569608
601430,2019,06-00RFF19518-001,123025,Real Property/Personal Property Link,569613
601442,2019,06-0903-05-1-03-01-1002,127509,9 - Other,600891
601442,2019,06-0903-05-1-03-01-6000,127509,9 - Other,600891
601442,2019,06-0903-05-1-03-01-6001,127509,9 - Other,600891
601442,2019,06-0903-05-1-03-01-6002,127509,9 - Other,600891
601442,2019,06-0903-05-1-03-01-EAST,127509,9 - Other,600891
601460,2019,06-00RFF19723-001,123025,Real Property/Personal Property Link,569636
601475,2019,06-00RFF19835-001,123025,Real Property/Personal Property Link,569646
601498,2019,06-0903-05-1-03-03-0000,127509,9 - Other,601497
601498,2019,06-0903-05-1-03-04-1002,127509,9 - Other,601497
601498,2019,06-0903-05-1-03-04-6001,127509,9 - Other,601497
601498,2019,06-0903-05-1-03-04-6002,127509,9 - Other,601497
601573,2019,06-00RFF20745-001,123025,Real Property/Personal Property Link,569661
607993,2019,06-0904-35-2-20-01-7001,127508,8 - Split,1569045
607993,2019,06-0904-35-2-20-01-7002,127508,8 - Split,1569046
607993,2019,06-0904-35-2-20-01-7003,127508,8 - Split,1569047
607993,2019,06-0904-35-2-20-01-7004,127508,8 - Split,1569048
607993,2019,06-0904-35-2-20-01-7005,127508,8 - Split,1569049
607993,2019,06-0904-35-2-20-01-7006,127508,8 - Split,1569050
607993,2019,06-0904-35-2-20-01-7007,127508,8 - Split,1569051
607993,2019,06-0904-35-2-20-01-7008,127508,8 - Split,1569052
608558,2019,06-00RFH21186-001,123025,Real Property/Personal Property Link,570661
608575,2019,06-00RFH23379-001,123025,Real Property/Personal Property Link,570669
608588,2019,06-0905-31-4-01-40-8001,60216,1 - Imps Linked to Land Owned by Others,634427
608588,2019,06-0905-31-4-01-40-0003,60216,1 - Imps Linked to Land Owned by Others,634427
608598,2019,06-00RFH27146-001,123025,Real Property/Personal Property Link,570676
608599,2019,06-00RFH27182-001,123025,Real Property/Personal Property Link,570679
608720,2019,06-00RFH31733-001,123025,Real Property/Personal Property Link,1486799
608723,2019,06-0905-25-3-01-54-0000,60218,3 - Agricultural (tieback is primary parcel),608672
1434697,2019,06-0903-09-4-02-10-0000,127508,8 - Split,600656
1434698,2019,06-0903-09-4-02-10-0000,127508,8 - Split,600656
1434699,2019,06-0903-09-4-02-10-0000,127508,8 - Split,600656
1434700,2019,06-0903-09-4-02-10-0000,127508,8 - Split,600656
1434701,2019,06-0903-09-4-02-10-0000,127508,8 - Split,600656
1434702,2019,06-0903-09-4-02-10-0000,127508,8 - Split,600656
1434703,2019,06-0903-09-4-02-10-0000,127508,8 - Split,600656
1434704,2019,06-0903-09-4-02-10-0000,127508,8 - Split,600656
1434705,2019,06-0903-09-4-02-10-0000,127508,8 - Split,600656
1434706,2019,06-0903-09-4-02-10-0000,127508,8 - Split,600656
1434707,2019,06-0903-09-4-02-10-0000,127508,8 - Split,600656
1434708,2019,06-0903-09-4-02-10-0000,127508,8 - Split,600656
1434709,2019,06-0903-09-4-02-10-0000,127508,8 - Split,600656
1434710,2019,06-0903-09-4-02-10-0000,127508,8 - Split,600656
1434711,2019,06-0903-09-4-02-10-0000,127508,8 - Split,600656
1434712,2019,06-0903-09-4-02-10-0000,127508,8 - Split,600656
1429205,2019,06-0799-07-1-39-06-0000,127508,8 - Split,641672
1429214,2019,06-0799-07-3-14-08-0000,127508,8 - Split,642922
1429281,2019,06-0904-23-4-07-01-0000,127508,8 - Split,636890
1429293,2019,06-0797-08-2-01-02-0000,127508,8 - Split,637874
1429294,2019,06-0797-08-2-01-02-0000,127508,8 - Split,637874
1429335,2019,06-0902-27-1-02-01-0000,127508,8 - Split,599375
1429414,2019,06-0799-30-1-75-01-0000,127508,8 - Split,644514
1429415,2019,06-0799-30-1-75-01-0000,127508,8 - Split,644514
609312,2019,06-0905-23-1-01-01-4000,60219,4 - MH Linked to Land in Same Ownership,608950
609312,2019,06-0905-24-2-01-01-4000,60219,4 - MH Linked to Land in Same Ownership,608950
609312,2019,06-0905-23-1-01-01-0002,60219,4 - MH Linked to Land in Same Ownership,608950
609332,2019,06-00RFI20441-001,123025,Real Property/Personal Property Link,570767
609336,2019,06-0906-34-1-04-05-0000,60218,3 - Agricultural (tieback is primary parcel),609326
609444,2019,06-00RFI41535-001,123025,Real Property/Personal Property Link,1456015
609513,2019,06-00RFI43227-001,123025,Real Property/Personal Property Link,570791
609517,2019,06-0906-31-1-01-11-0000,60218,3 - Agricultural (tieback is primary parcel),637705
609559,2019,06-00RGD10686-001,123025,Real Property/Personal Property Link,570800
609571,2019,06-00RGD11509-001,123025,Real Property/Personal Property Link,570805
609610,2019,06-00RGD24366-001,123025,Real Property/Personal Property Link,570813
609644,2019,06-00RGE10214-001,123025,Real Property/Personal Property Link,570826
609660,2019,06-00RGE10402-001,123025,Real Property/Personal Property Link,570831
609664,2019,06-0796-02-1-02-03-0000,60218,3 - Agricultural (tieback is primary parcel),609665
609669,2019,06-00RGE19397-001,123025,Real Property/Personal Property Link,570839
609671,2019,06-00RGE19420-001,123025,Real Property/Personal Property Link,570844
609684,2019,06-00RGE19642-001,123025,Real Property/Personal Property Link,570851
609688,2019,06-00RGE19691-001,123025,Real Property/Personal Property Link,570855
609689,2019,06-00RGE19760-001,123025,Real Property/Personal Property Link,570860
609702,2019,06-00RGE19828-001,123025,Real Property/Personal Property Link,570865
609703,2019,06-00RGE19829-001,123025,Real Property/Personal Property Link,570870
609704,2019,06-00RGE19830-001,123025,Real Property/Personal Property Link,570874
609718,2019,06-00RGE28520-001,123025,Real Property/Personal Property Link,570880
609724,2019,06-00RGE28540-001,123025,Real Property/Personal Property Link,570885
1429768,2019,06-0903-32-1-01-02-0000,127508,8 - Split,636581
1429769,2019,06-0903-32-1-01-02-0000,127508,8 - Split,636581
1429770,2019,06-0903-32-1-01-02-0000,127508,8 - Split,636581
1429771,2019,06-0903-32-1-01-02-0000,127508,8 - Split,636581
1429772,2019,06-0903-32-1-01-02-0000,127508,8 - Split,636581
1429773,2019,06-0903-32-1-01-02-0000,127508,8 - Split,636581
1429774,2019,06-0903-32-1-01-02-0000,127508,8 - Split,636581
1429775,2019,06-0903-32-1-01-02-0000,127508,8 - Split,636581
1429776,2019,06-0903-32-1-01-02-0000,127508,8 - Split,636581
1429777,2019,06-0903-32-1-01-02-0000,127508,8 - Split,636581
609757,2019,06-00RGE10209-001,123025,Real Property/Personal Property Link,570821
609771,2019,06-00RGE41607-001,123025,Real Property/Personal Property Link,570894
609836,2019,06-0796-21-4-01-05-0000,60217,2 - Commercial (tieback is primary parcel),610617
609923,2019,06-0797-13-3-01-10-0000,60218,3 - Agricultural (tieback is primary parcel),611513
609923,2019,06-0797-13-3-01-20-0000,60218,3 - Agricultural (tieback is primary parcel),611508
609923,2019,06-0797-24-2-01-25-0000,60218,3 - Agricultural (tieback is primary parcel),611513
609923,2019,06-0797-24-2-01-30-1001,60218,3 - Agricultural (tieback is primary parcel),1485318
609923,2019,06-0797-24-2-01-31-0000,60218,3 - Agricultural (tieback is primary parcel),611507
609923,2019,06-0797-13-3-01-14-0000,60218,3 - Agricultural (tieback is primary parcel),611133
609923,2019,06-0797-24-2-01-20-0000,60218,3 - Agricultural (tieback is primary parcel),610481
609923,2019,06-0797-24-2-01-30-1002,60218,3 - Agricultural (tieback is primary parcel),1485317
609923,2019,06-0797-24-2-01-30-6000,60218,3 - Agricultural (tieback is primary parcel),1485317
609923,2019,06-0797-24-2-01-33-0000,60218,3 - Agricultural (tieback is primary parcel),611508
609923,2019,06-0797-13-3-01-22-0000,60218,3 - Agricultural (tieback is primary parcel),611507
609923,2019,06-0797-24-2-02-20-0000,60218,3 - Agricultural (tieback is primary parcel),611148
609923,2019,06-0797-13-3-01-12-0000,60218,3 - Agricultural (tieback is primary parcel),611509
609923,2019,06-0797-24-2-01-10-0000,60218,3 - Agricultural (tieback is primary parcel),611133
609923,2019,06-0797-24-2-01-10-0000,60218,3 - Agricultural (tieback is primary parcel),1502583
609923,2019,06-0797-24-2-01-30-6001,60218,3 - Agricultural (tieback is primary parcel),1485318
609923,2019,06-0797-24-2-01-30-6002,60218,3 - Agricultural (tieback is primary parcel),1485317
609923,2019,06-0797-24-2-01-35-0000,60218,3 - Agricultural (tieback is primary parcel),611509
609923,2019,06-0797-24-2-02-15-0000,60218,3 - Agricultural (tieback is primary parcel),637843
1554021,2019,06-0799-07-2-03-37-0000,127508,8 - Split,642381
1554357,2019,06-0797-14-2-04-10-0000,127508,8 - Split,1483738
1554358,2019,06-0797-14-2-04-10-0000,127508,8 - Split,1483738
1554360,2019,06-0797-14-2-04-25-7007,127508,8 - Split,1561634
1554360,2019,06-0797-14-2-04-25-7002,127508,8 - Split,1561635
1554360,2019,06-0797-14-2-04-25-7008,127508,8 - Split,1561635
1554360,2019,06-0797-14-2-04-10-0000,127508,8 - Split,1483738
1554360,2019,06-0797-14-2-04-25-7001,127508,8 - Split,1561634
1554361,2019,06-0797-14-2-04-10-0000,127508,8 - Split,1483738
617330,2019,06-00RGG50036-001,123025,Real Property/Personal Property Link,572126
617403,2019,06-0798-01-3-61-21-0000,123025,Real Property/Personal Property Link,617404
617474,2019,06-0798-01-3-62-11-0000,123025,Real Property/Personal Property Link,617473
617541,2019,06-0798-17-2-01-10-1001,60218,3 - Agricultural (tieback is primary parcel),612245
617541,2019,06-0798-17-2-01-10-6001,60218,3 - Agricultural (tieback is primary parcel),612245
617541,2019,06-0798-18-1-01-01-6001,60218,3 - Agricultural (tieback is primary parcel),612245
618100,2019,06-0799-19-3-36-11-0000,123025,Real Property/Personal Property Link,618107
618100,2019,06-0799-19-3-36-09-0000,123025,Real Property/Personal Property Link,618106
1562098,2019,06-0798-11-1-63-10-0000,127508,8 - Split,1520783
1562099,2019,06-0798-11-1-63-05-0000,127508,8 - Split,640822
1562100,2019,06-1211-22-1-01-01-0000,127508,8 - Split,592275
1562101,2019,06-1211-22-1-01-01-0000,127508,8 - Split,592275
1562102,2019,06-1211-22-1-01-01-0000,127508,8 - Split,592275
1562128,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562128,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562129,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562129,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562130,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562130,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562131,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562131,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562132,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562132,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562133,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562133,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562134,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562134,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562135,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562135,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562136,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562136,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562137,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562137,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562138,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562138,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562139,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562139,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562140,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562140,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562141,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562141,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562142,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562142,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562143,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562143,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562144,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562144,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562145,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562145,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562146,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562146,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562147,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562147,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562148,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562148,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562149,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562149,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562150,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562150,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562151,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562151,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562152,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562152,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562153,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562153,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562154,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562154,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562155,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562155,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562157,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562157,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562158,2019,06-0798-23-4-06-15-0000,127508,8 - Split,1520576
1562158,2019,06-0798-23-4-06-15-6500,127508,8 - Split,1520576
1562162,2019,06-0903-07-1-01-52-0000,127508,8 - Split,602608
1562163,2019,06-0903-07-1-01-52-0000,127508,8 - Split,602608
1562164,2019,06-0903-07-1-01-52-0000,127508,8 - Split,602608
1562165,2019,06-0903-07-1-01-52-0000,127508,8 - Split,602608
1562203,2019,06-1304-30-2-01-01-0000,127508,8 - Split,591278
1562213,2019,06-1303-25-1-01-01-0000,127508,8 - Split,591238
1562214,2019,06-1303-25-1-01-01-0000,127508,8 - Split,591238
1562223,2019,06-0903-14-3-03-01-0000,127508,8 - Split,600828
1562225,2019,06-1303-22-1-01-01-0000,127508,8 - Split,591235
1562226,2019,06-1303-22-1-01-01-0000,127508,8 - Split,591235
1562228,2019,06-1303-23-1-01-01-0000,127508,8 - Split,591236
1562268,2019,06-0798-01-3-74-01-7000,127508,8 - Split,620025
1562268,2019,06-0798-01-3-74-01-0000,127508,8 - Split,620025
1562269,2019,06-0798-01-3-74-01-0000,127508,8 - Split,620025
1562269,2019,06-0798-01-3-74-01-7000,127508,8 - Split,620025
1562270,2019,06-0798-01-3-74-01-0000,127508,8 - Split,620025
1562270,2019,06-0798-01-3-74-01-7000,127508,8 - Split,620025
1562271,2019,06-0798-01-3-74-01-0000,127508,8 - Split,620025
1562271,2019,06-0798-01-3-74-01-7000,127508,8 - Split,620025
1562273,2019,06-0904-35-2-19-01-7000,127508,8 - Split,607537
1562273,2019,06-0904-35-2-19-01-0000,127508,8 - Split,607537
1562274,2019,06-0904-35-2-19-01-0000,127508,8 - Split,607537
1562274,2019,06-0904-35-2-19-01-7000,127508,8 - Split,607537
1562344,2019,06-0798-04-3-04-01-7000,127508,8 - Split,1541286
1562345,2019,06-0798-04-3-04-01-7000,127508,8 - Split,1541286
1562346,2019,06-0798-04-3-04-01-7000,127508,8 - Split,1541286
1562347,2019,06-0798-04-3-04-01-7000,127508,8 - Split,1541286
1562348,2019,06-0798-04-3-04-01-7000,127508,8 - Split,1541286
1562349,2019,06-0798-04-3-04-01-7000,127508,8 - Split,1541286
1562350,2019,06-0798-04-3-04-01-7000,127508,8 - Split,1541286
1562351,2019,06-0798-04-3-04-01-7000,127508,8 - Split,1541286
1562561,2019,06-0798-10-4-09-01-7001,127508,8 - Split,1436986
1562561,2019,06-0798-10-4-09-01-7100,127508,8 - Split,1436986
1562562,2019,06-0798-10-4-09-01-7001,127508,8 - Split,1436986
1562562,2019,06-0798-10-4-09-01-7100,127508,8 - Split,1436986
1562590,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562590,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562591,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562591,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562592,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562592,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562593,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562593,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562594,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562594,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562595,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562595,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562596,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562596,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562597,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562597,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562598,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562598,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562599,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562599,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562600,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562600,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562601,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562601,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562602,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562602,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562603,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562603,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562604,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562604,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562605,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562605,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562606,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562606,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562607,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562607,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562608,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562608,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562609,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562609,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562610,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562610,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562611,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562611,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562612,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562612,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562613,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562613,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562614,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562614,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562615,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562615,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562616,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562616,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562617,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562617,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562618,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562618,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562619,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562619,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562620,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562620,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562621,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562621,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562622,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562622,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562623,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562623,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562624,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562624,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562625,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562625,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562626,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562626,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562627,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562627,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562628,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562628,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562629,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562629,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562630,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562630,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562631,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562631,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562632,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562632,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562634,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562634,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562635,2019,06-0798-03-3-01-02-0000,127508,8 - Split,641068
1562635,2019,06-0798-03-3-01-02-6000,127508,8 - Split,641068
1562670,2019,06-0798-02-2-31-01-0000,127508,8 - Split,1440230
1562670,2019,06-0798-02-2-31-01-7000,127508,8 - Split,1440230
1562671,2019,06-0798-02-2-31-01-0000,127508,8 - Split,1440230
1562671,2019,06-0798-02-2-31-01-7000,127508,8 - Split,1440230
1562672,2019,06-0798-02-2-31-01-0000,127508,8 - Split,1440230
1562672,2019,06-0798-02-2-31-01-7000,127508,8 - Split,1440230
1562673,2019,06-0798-02-2-31-01-0000,127508,8 - Split,1440230
1562673,2019,06-0798-02-2-31-01-7000,127508,8 - Split,1440230
1562674,2019,06-0798-02-2-31-01-0000,127508,8 - Split,1440230
1562674,2019,06-0798-02-2-31-01-7000,127508,8 - Split,1440230
1562675,2019,06-0798-02-2-31-01-0000,127508,8 - Split,1440230
1562675,2019,06-0798-02-2-31-01-7000,127508,8 - Split,1440230
1562676,2019,06-0798-02-2-31-01-0000,127508,8 - Split,1440230
1562676,2019,06-0798-02-2-31-01-7000,127508,8 - Split,1440230
1562677,2019,06-0798-32-1-01-01-0000,127508,8 - Split,1438311
1562679,2019,06-0697-15-2-02-05-0000,127508,8 - Split,623658
1562680,2019,06-0697-15-2-02-05-0000,127508,8 - Split,623658
1562681,2019,06-0697-15-2-02-05-0000,127508,8 - Split,623658
1562743,2019,06-0797-11-2-06-17-0000,127508,8 - Split,611474
1562743,2019,06-0797-11-2-06-17-7000,127508,8 - Split,611474
1562744,2019,06-0797-11-2-06-17-0000,127508,8 - Split,611474
1562744,2019,06-0797-11-2-06-17-7000,127508,8 - Split,611474
1562745,2019,06-0797-11-2-06-17-7000,127508,8 - Split,611474
1562745,2019,06-0797-11-2-06-17-0000,127508,8 - Split,611474
1562746,2019,06-0797-11-2-06-17-7000,127508,8 - Split,611474
1562746,2019,06-0797-11-2-06-17-0000,127508,8 - Split,611474
1562770,2019,06-0903-26-1-01-01-0000,127508,8 - Split,600938
1562770,2019,06-0903-26-1-01-01-6500,127508,8 - Split,600938
1562771,2019,06-0903-26-1-01-01-0000,127508,8 - Split,600938
1562771,2019,06-0903-26-1-01-01-6500,127508,8 - Split,600938
1562772,2019,06-0903-26-1-01-01-6500,127508,8 - Split,600938
1562772,2019,06-0903-26-1-01-01-0000,127508,8 - Split,600938
1562773,2019,06-0903-26-1-01-01-0000,127508,8 - Split,600938
1562773,2019,06-0903-26-1-01-01-6500,127508,8 - Split,600938
1562774,2019,06-0903-26-1-01-01-6500,127508,8 - Split,600938
1562774,2019,06-0903-26-1-01-01-0000,127508,8 - Split,600938
1562775,2019,06-0903-26-1-01-01-0000,127508,8 - Split,600938
1562775,2019,06-0903-26-1-01-01-6500,127508,8 - Split,600938
1562776,2019,06-0903-26-1-01-01-6500,127508,8 - Split,600938
1562776,2019,06-0903-26-1-01-01-0000,127508,8 - Split,600938
1562777,2019,06-0903-26-1-01-01-0000,127508,8 - Split,600938
1562777,2019,06-0903-26-1-01-01-6500,127508,8 - Split,600938
1562778,2019,06-0903-26-1-01-01-6500,127508,8 - Split,600938
