PropertyID,TaxYear,LinkedProperty,LinkType,LinkTypeDesc,LinkedPropertyID
1574545,2019,06-0699-06-1-01-02-0000,127508,8 - Split,645337
1574546,2019,06-0699-06-1-01-02-0000,127508,8 - Split,645337
1575122,2019,06-0798-23-2-02-12-7000,127508,8 - Split,619561
1575122,2019,06-0798-23-2-02-12-0000,127508,8 - Split,619561
1575123,2019,06-0798-23-2-02-12-7000,127508,8 - Split,619561
1575123,2019,06-0798-23-2-02-12-0000,127508,8 - Split,619561
1575124,2019,06-0798-23-2-02-12-7000,127508,8 - Split,619561
1575124,2019,06-0798-23-2-02-12-0000,127508,8 - Split,619561
1575125,2019,06-0798-23-2-02-12-0000,127508,8 - Split,619561
1575125,2019,06-0798-23-2-02-12-7000,127508,8 - Split,619561
1575126,2019,06-0798-23-2-02-12-0000,127508,8 - Split,619561
1575126,2019,06-0798-23-2-02-12-7000,127508,8 - Split,619561
630885,2019,06-00RQF17736-001,123025,Real Property/Personal Property Link,574662
630975,2019,06-00RQF18076-001,123025,Real Property/Personal Property Link,574675
631254,2019,06-00RQG17386-001,123025,Real Property/Personal Property Link,574707
631300,2019,06-00RQG17592-001,123025,Real Property/Personal Property Link,574716
631360,2019,06-0086-15-2-03-10-0000,123025,Real Property/Personal Property Link,631388
631374,2019,06-00RQG18016-001,123025,Real Property/Personal Property Link,574732
631535,2019,06-00RRF17346-001,123025,Real Property/Personal Property Link,574757
631573,2019,06-00RRF17507-001,123025,Real Property/Personal Property Link,574765
631584,2019,06-00RRF17550-001,123025,Real Property/Personal Property Link,574770
631586,2019,06-00RRF17551-001,123025,Real Property/Personal Property Link,574775
631605,2019,06-00RRF17651-001,123025,Real Property/Personal Property Link,574780
631632,2019,06-00RRF17687-001,123025,Real Property/Personal Property Link,574787
631633,2019,06-00RRF17688-001,123025,Real Property/Personal Property Link,574792
631741,2019,06-00RRF39433-001,123025,Real Property/Personal Property Link,574807
631753,2019,06-0061-22-1-01-01-0000,127508,8 - Split,631633
631812,2019,06-00RRG16567-001,123025,Real Property/Personal Property Link,574818
631815,2019,06-00RRG16569-001,123025,Real Property/Personal Property Link,574823
631818,2019,06-00RRG16572-001,123025,Real Property/Personal Property Link,574828
631824,2019,06-00RRG16578-001,123025,Real Property/Personal Property Link,574833
631839,2019,06-00RRG16595-001,123025,Real Property/Personal Property Link,574847
631849,2019,06-00RRG16607-001,123025,Real Property/Personal Property Link,574855
631850,2019,06-00RRG16608-001,123025,Real Property/Personal Property Link,574859
631861,2019,06-00RRG16622-001,123025,Real Property/Personal Property Link,574870
631861,2019,06-00RRG16622-001,123025,Real Property/Personal Property Link,574869
631864,2019,06-00RRG16627-001,123025,Real Property/Personal Property Link,574875
631867,2019,06-00RRG16629-001,123025,Real Property/Personal Property Link,574880
631868,2019,06-00RRG16630-001,123025,Real Property/Personal Property Link,574884
631872,2019,06-00RRG16634-001,123025,Real Property/Personal Property Link,574889
631876,2019,06-00RRG16638-001,123025,Real Property/Personal Property Link,574894
631890,2019,06-00RRG16653-001,123025,Real Property/Personal Property Link,574900
631900,2019,06-00RRG16661-001,123025,Real Property/Personal Property Link,574905
631901,2019,06-00RRG16663-001,123025,Real Property/Personal Property Link,574909
631902,2019,06-00RRG16664-001,123025,Real Property/Personal Property Link,574914
631904,2019,06-00RRG16667-001,123025,Real Property/Personal Property Link,574919
631913,2019,06-00RRG16677-001,123025,Real Property/Personal Property Link,574927
631914,2019,06-00RRG16678-001,123025,Real Property/Personal Property Link,574932
631922,2019,06-00RRG16686-001,123025,Real Property/Personal Property Link,574936
631926,2019,06-00RRG16691-001,123025,Real Property/Personal Property Link,574940
631928,2019,06-00RRG16693-001,123025,Real Property/Personal Property Link,574945
631931,2019,06-00RRG16696-001,123025,Real Property/Personal Property Link,574950
631932,2019,06-00RRG16697-001,123025,Real Property/Personal Property Link,574954
631942,2019,06-00RRG16707-001,123025,Real Property/Personal Property Link,574960
631947,2019,06-00RRG16713-001,123025,Real Property/Personal Property Link,574965
631959,2019,06-00RRG16727-001,123025,Real Property/Personal Property Link,574970
631967,2019,06-00RRG16735-001,123025,Real Property/Personal Property Link,574980
631970,2019,06-00RRG16739-001,123025,Real Property/Personal Property Link,574984
631977,2019,06-00RRG16745-001,123025,Real Property/Personal Property Link,574994
631982,2019,06-00RRG16751-001,123025,Real Property/Personal Property Link,575000
631983,2019,06-00RRG16752-001,123025,Real Property/Personal Property Link,575004
631984,2019,06-00RRG16753-001,123025,Real Property/Personal Property Link,575009
631991,2019,06-00RRG16761-001,123025,Real Property/Personal Property Link,575014
631996,2019,06-00RRG16767-001,123025,Real Property/Personal Property Link,575019
631997,2019,06-00RRG16768-001,123025,Real Property/Personal Property Link,575023
632009,2019,06-0062-34-2-09-14-0000,123025,Real Property/Personal Property Link,632010
632017,2019,06-00RRG16787-001,123025,Real Property/Personal Property Link,575043
632027,2019,06-00RRG16797-001,123025,Real Property/Personal Property Link,575048
632034,2019,06-00RRG16803-001,123025,Real Property/Personal Property Link,575053
632038,2019,06-00RRG16808-001,123025,Real Property/Personal Property Link,575058
632054,2019,06-00RRG16825-001,123025,Real Property/Personal Property Link,575065
632055,2019,06-00RRG16826-001,123025,Real Property/Personal Property Link,575070
632060,2019,06-00RRG16832-001,123025,Real Property/Personal Property Link,575075
632063,2019,06-00RRG16835-001,123025,Real Property/Personal Property Link,575079
632067,2019,06-00RRG16839-001,123025,Real Property/Personal Property Link,575089
632068,2019,06-00RRG16840-001,123025,Real Property/Personal Property Link,575093
632071,2019,06-00RRG16843-001,123025,Real Property/Personal Property Link,575098
632072,2019,06-00RRG16844-001,123025,Real Property/Personal Property Link,575102
632089,2019,06-00RRG16864-001,123025,Real Property/Personal Property Link,575108
632090,2019,06-00RRG16865-001,123025,Real Property/Personal Property Link,575113
632093,2019,06-00RRG16869-001,123025,Real Property/Personal Property Link,575117
632096,2019,06-00RRG16872-001,123025,Real Property/Personal Property Link,575122
632103,2019,06-00RRG16882-001,123025,Real Property/Personal Property Link,575136
632105,2019,06-00RRG16884-001,123025,Real Property/Personal Property Link,575141
632106,2019,06-00RRG16885-001,123025,Real Property/Personal Property Link,575145
632108,2019,06-00RRG16887-001,123025,Real Property/Personal Property Link,575150
632113,2019,06-00RRG16892-001,123025,Real Property/Personal Property Link,575160
632114,2019,06-00RRG16893-001,123025,Real Property/Personal Property Link,575165
632115,2019,06-00RRG16894-001,123025,Real Property/Personal Property Link,575169
632123,2019,06-00RRG16903-001,123025,Real Property/Personal Property Link,575177
632129,2019,06-00RRG16907-001,123025,Real Property/Personal Property Link,575186
632135,2019,06-00RRG16913-001,123025,Real Property/Personal Property Link,575195
632136,2019,06-00RRG16914-001,123025,Real Property/Personal Property Link,575200
632144,2019,06-00RRG16922-001,123025,Real Property/Personal Property Link,575208
632146,2019,06-00RRG16924-001,123025,Real Property/Personal Property Link,575213
632159,2019,06-00RRG16938-001,123025,Real Property/Personal Property Link,575220
632174,2019,06-00RRG21392-001,123025,Real Property/Personal Property Link,575225
632233,2019,06-0062-27-3-12-37-0000,123025,Real Property/Personal Property Link,632232
632437,2019,06-0062-27-3-09-42-0000,123025,Real Property/Personal Property Link,632436
639510,2019,06-0798-24-2-09-07-RRRW,127509,9 - Other,613299
639510,2019,06-0798-24-2-09-07-0100,127509,9 - Other,613299
639510,2019,06-0798-24-2-09-07-1001,127509,9 - Other,613299
639520,2019,06-000RGG4484-001,123025,Real Property/Personal Property Link,584753
639526,2019,06-000RGG4506-001,123025,Real Property/Personal Property Link,584758
639530,2019,06-000RGG4518-001,123025,Real Property/Personal Property Link,584763
639532,2019,06-000RGG4522-001,123025,Real Property/Personal Property Link,584767
639538,2019,06-000RGG4529-001,123025,Real Property/Personal Property Link,584772
639541,2019,06-000RGG4539-001,123025,Real Property/Personal Property Link,584777
639544,2019,06-000RGG4547-001,123025,Real Property/Personal Property Link,584782
639550,2019,06-000RGG4560-001,123025,Real Property/Personal Property Link,584787
639552,2019,06-000RGG4567-001,123025,Real Property/Personal Property Link,584791
639593,2019,06-000RGG4626-001,123025,Real Property/Personal Property Link,584804
639599,2019,06-000RGG4645-001,123025,Real Property/Personal Property Link,584809
639608,2019,06-000RGG4671-001,123025,Real Property/Personal Property Link,584814
639609,2019,06-000RGG4672-001,123025,Real Property/Personal Property Link,584819
639615,2019,06-000RGG4686-001,123025,Real Property/Personal Property Link,584824
639621,2019,06-000RGG4699-001,123025,Real Property/Personal Property Link,584829
639627,2019,06-000RGG4713-001,123025,Real Property/Personal Property Link,584834
639639,2019,06-000RGG4733-001,123025,Real Property/Personal Property Link,584853
639641,2019,06-000RGG4735-001,123025,Real Property/Personal Property Link,584857
639648,2019,06-000RGG4743-001,123025,Real Property/Personal Property Link,584862
639663,2019,06-000RGG4769-001,123025,Real Property/Personal Property Link,584868
639668,2019,06-000RGG4779-001,123025,Real Property/Personal Property Link,584873
639672,2019,06-000RGG4785-001,123025,Real Property/Personal Property Link,584878
639684,2019,06-000RGG4806-001,123025,Real Property/Personal Property Link,584885
639684,2019,06-000RGG4806-001-D,123025,Real Property/Personal Property Link,584884
639695,2019,06-000RGG4828-001,123025,Real Property/Personal Property Link,584890
639698,2019,06-000RGG4833-001,123025,Real Property/Personal Property Link,584895
639731,2019,06-000RGG4870-001,123025,Real Property/Personal Property Link,584903
639739,2019,06-000RGG4890-001,123025,Real Property/Personal Property Link,584908
639740,2019,06-000RGG4891-001,123025,Real Property/Personal Property Link,584912
639742,2019,06-000RGG4893-001,123025,Real Property/Personal Property Link,584917
639749,2019,06-000RGG4909-001,123025,Real Property/Personal Property Link,584922
639753,2019,06-000RGG4914-001,123025,Real Property/Personal Property Link,584927
639755,2019,06-000RGG4918-001,123025,Real Property/Personal Property Link,584931
639756,2019,06-000RGG4919-001,123025,Real Property/Personal Property Link,584936
639757,2019,06-000RGG4922-001,123025,Real Property/Personal Property Link,584940
639758,2019,06-000RGG4923-001,123025,Real Property/Personal Property Link,584945
639763,2019,06-000RGG4941-001,123025,Real Property/Personal Property Link,584950
639769,2019,06-0798-01-4-01-07-0000,60218,3 - Agricultural (tieback is primary parcel),639778
639770,2019,06-0798-01-4-01-07-0000,60218,3 - Agricultural (tieback is primary parcel),639778
639771,2019,06-0798-01-4-01-07-0000,60218,3 - Agricultural (tieback is primary parcel),639778
639772,2019,06-0798-01-4-01-07-0000,60218,3 - Agricultural (tieback is primary parcel),639778
639773,2019,06-0798-01-4-01-07-0000,60218,3 - Agricultural (tieback is primary parcel),639778
639774,2019,06-0798-01-4-01-07-0000,60218,3 - Agricultural (tieback is primary parcel),639778
639775,2019,06-0798-01-4-01-07-0000,60218,3 - Agricultural (tieback is primary parcel),639778
639776,2019,06-0798-01-4-01-07-0000,60218,3 - Agricultural (tieback is primary parcel),639778
639777,2019,06-0798-01-4-01-07-0000,60218,3 - Agricultural (tieback is primary parcel),639778
639805,2019,06-000RGG5012-001,123025,Real Property/Personal Property Link,584959
639805,2019,06-000RGG5012-001,123025,Real Property/Personal Property Link,584958
639813,2019,06-000RGG5045-001,123025,Real Property/Personal Property Link,584964
639817,2019,06-000RGG5059-001,123025,Real Property/Personal Property Link,584974
639818,2019,06-000RGG5060-001,123025,Real Property/Personal Property Link,584978
639819,2019,06-000RGG5068-001,123025,Real Property/Personal Property Link,584983
639830,2019,06-000RGG5095-001,123025,Real Property/Personal Property Link,584988
639831,2019,06-000RGG5103-001,123025,Real Property/Personal Property Link,584993
639832,2019,06-000RGG5104-001,123025,Real Property/Personal Property Link,584997
639855,2019,06-000RGG5152-001,123025,Real Property/Personal Property Link,585004
639858,2019,06-000RGG5159-001,123025,Real Property/Personal Property Link,585008
639860,2019,06-000RGG5161-001,123025,Real Property/Personal Property Link,585013
639861,2019,06-000RGG5162-001,123025,Real Property/Personal Property Link,585018
639875,2019,06-000RGG5206-001,123025,Real Property/Personal Property Link,585028
639880,2019,06-000RGG5213-001,123025,Real Property/Personal Property Link,585033
639881,2019,06-000RGG5214-001,123025,Real Property/Personal Property Link,585037
639895,2019,06-000RGG5242-001,123025,Real Property/Personal Property Link,585043
639909,2019,06-000RGG5266-001,123025,Real Property/Personal Property Link,585049
639910,2019,06-000RGG5267-001,123025,Real Property/Personal Property Link,585053
639931,2019,06-000RGG5322-001,123025,Real Property/Personal Property Link,585060
639932,2019,06-000RGG5323-001,123025,Real Property/Personal Property Link,585064
639933,2019,06-000RGG5324-001,123025,Real Property/Personal Property Link,585069
639938,2019,06-000RGG5332-001,123025,Real Property/Personal Property Link,585074
639939,2019,06-000RGG5334-001,123025,Real Property/Personal Property Link,585078
639943,2019,06-000RGG5340-001,123025,Real Property/Personal Property Link,585083
639958,2019,06-000RGG5369-001,123025,Real Property/Personal Property Link,585089
639964,2019,06-000RGG5375-001,123025,Real Property/Personal Property Link,585094
639967,2019,06-000RGG5392-001,123025,Real Property/Personal Property Link,585098
639973,2019,06-000RGG5408-001,123025,Real Property/Personal Property Link,585103
639977,2019,06-000RGG5415-001,123025,Real Property/Personal Property Link,585108
639981,2019,06-000RGG5421-001,123025,Real Property/Personal Property Link,585113
639985,2019,06-000RGG5431-001,123025,Real Property/Personal Property Link,585118
639999,2019,06-000RGG5484-001,123025,Real Property/Personal Property Link,585123
640001,2019,06-000RGG5491-001,123025,Real Property/Personal Property Link,585128
640008,2019,06-000RGG5510-001,123025,Real Property/Personal Property Link,585133
640009,2019,06-000RGG5511-001,123025,Real Property/Personal Property Link,585138
640016,2019,06-000RGG5519-001,123025,Real Property/Personal Property Link,585143
640020,2019,06-000RGG5535-001,123025,Real Property/Personal Property Link,585148
640021,2019,06-000RGG5536-001,123025,Real Property/Personal Property Link,585152
640022,2019,06-000RGG5538-001,123025,Real Property/Personal Property Link,585157
640030,2019,06-000RGG5549-001,123025,Real Property/Personal Property Link,585165
640041,2019,06-000RGG5569-001,123025,Real Property/Personal Property Link,585172
640063,2019,06-000RGG5628-001,123025,Real Property/Personal Property Link,585178
640064,2019,06-000RGG5629-001,123025,Real Property/Personal Property Link,585183
640073,2019,06-000RGG5646-001,123025,Real Property/Personal Property Link,585188
640097,2019,06-000RGG5698-001,123025,Real Property/Personal Property Link,585195
640098,2019,06-000RGG5699-001,123025,Real Property/Personal Property Link,585199
640104,2019,06-000RGG5705-001,123025,Real Property/Personal Property Link,585204
640108,2019,06-000RGG5711-001,123025,Real Property/Personal Property Link,585209
640120,2019,06-000RGG5726-001,123025,Real Property/Personal Property Link,585215
640125,2019,06-000RGG5732-001,123025,Real Property/Personal Property Link,585219
640126,2019,06-000RGG5733-001,123025,Real Property/Personal Property Link,585224
640127,2019,06-000RGG5734-001,123025,Real Property/Personal Property Link,585228
640128,2019,06-000RGG5735-001,123025,Real Property/Personal Property Link,585233
640133,2019,06-000RGG5757-001,123025,Real Property/Personal Property Link,585238
640135,2019,06-000RGG5775-001,123025,Real Property/Personal Property Link,585242
640137,2019,06-000RGG5777-001,123025,Real Property/Personal Property Link,585251
640138,2019,06-000RGG5778-001,123025,Real Property/Personal Property Link,585256
640144,2019,06-000RGG5786-001,123025,Real Property/Personal Property Link,585261
640150,2019,06-000RGG5792-001,123025,Real Property/Personal Property Link,585266
640151,2019,06-000RGG5793-001,123025,Real Property/Personal Property Link,585270
640154,2019,06-000RGG5802-001,123025,Real Property/Personal Property Link,585275
640156,2019,06-000RGG5804-001,123025,Real Property/Personal Property Link,585280
640199,2019,06-000RGG5896-001,123025,Real Property/Personal Property Link,585291
640200,2019,06-000RGG5898-001,123025,Real Property/Personal Property Link,585295
640201,2019,06-000RGG5899-001,123025,Real Property/Personal Property Link,585300
640206,2019,06-000RGG5910-001,123025,Real Property/Personal Property Link,585304
640211,2019,06-000RGG5924-001,123025,Real Property/Personal Property Link,585309
640226,2019,06-000RGG5968-001,123025,Real Property/Personal Property Link,585315
640228,2019,06-000RGG5975-001,123025,Real Property/Personal Property Link,585320
640230,2019,06-000RGG5987-001,123025,Real Property/Personal Property Link,585324
640234,2019,06-000RGG5993-001,123025,Real Property/Personal Property Link,585329
640240,2019,06-000RGG6055-001,123025,Real Property/Personal Property Link,585334
640242,2019,06-000RGG6104-001,123025,Real Property/Personal Property Link,585339
640243,2019,06-000RGG6105-001,123025,Real Property/Personal Property Link,585343
640248,2019,06-000RGG6111-001,123025,Real Property/Personal Property Link,585348
640254,2019,06-000RGG6127-001,123025,Real Property/Personal Property Link,585353
640260,2019,06-000RGG6142-001,123025,Real Property/Personal Property Link,585358
640261,2019,06-000RGG6147-001,123025,Real Property/Personal Property Link,585363
640264,2019,06-000RGG6154-001,123025,Real Property/Personal Property Link,585367
640285,2019,06-000RGG6195-001,123025,Real Property/Personal Property Link,585376
640293,2019,06-000RGG6205-001,123025,Real Property/Personal Property Link,585386
640294,2019,06-000RGG6207-001,123025,Real Property/Personal Property Link,585390
640297,2019,06-000RGG6212-001,123025,Real Property/Personal Property Link,585395
640301,2019,06-000RGG6221-001,123025,Real Property/Personal Property Link,585400
640315,2019,06-000RGG6259-001,123025,Real Property/Personal Property Link,585405
640318,2019,06-000RGG6262-001,123025,Real Property/Personal Property Link,585410
640319,2019,06-000RGG6264-001,123025,Real Property/Personal Property Link,585415
640320,2019,06-000RGG6266-001,123025,Real Property/Personal Property Link,585419
640324,2019,06-000RGG6273-001,123025,Real Property/Personal Property Link,585424
640326,2019,06-000RGG6276-001,123025,Real Property/Personal Property Link,585431
640342,2019,06-0798-12-3-01-32-0000,127509,9 - Other,638949
640348,2019,06-000RGG6340-001,123025,Real Property/Personal Property Link,585442
640363,2019,06-000RGG6383-001,123025,Real Property/Personal Property Link,585447
640365,2019,06-000RGG6387-001,123025,Real Property/Personal Property Link,585452
640371,2019,06-000RGG6399-001,123025,Real Property/Personal Property Link,585457
640382,2019,06-0798-01-4-32-05-0001,127509,9 - Other,640381
640382,2019,06-0798-01-4-32-05-0002,127509,9 - Other,638274
640382,2019,06-0798-01-4-32-09-4000,127509,9 - Other,638275
640382,2019,06-0798-01-4-32-05-0000,127509,9 - Other,640381
640382,2019,06-0798-01-4-32-05-4000,127509,9 - Other,638274
640382,2019,06-0798-01-4-32-09-0002,127509,9 - Other,638275
640384,2019,06-000RGG6415-001,123025,Real Property/Personal Property Link,585463
640391,2019,06-000RGG6422-001,123025,Real Property/Personal Property Link,585468
640392,2019,06-000RGG6509-001,123025,Real Property/Personal Property Link,585472
640393,2019,06-000RGG6511-001,123025,Real Property/Personal Property Link,585477
640394,2019,06-000RGG6512-001,123025,Real Property/Personal Property Link,585481
640399,2019,06-000RGG6528-001,123025,Real Property/Personal Property Link,585486
640404,2019,06-000RGG6538-001,123025,Real Property/Personal Property Link,585495
640408,2019,06-000RGG6545-001,123025,Real Property/Personal Property Link,585500
640409,2019,06-000RGG6546-001,123025,Real Property/Personal Property Link,585505
640425,2019,06-000RGG6573-001,123025,Real Property/Personal Property Link,585511
640429,2019,06-000RGG6579-001,123025,Real Property/Personal Property Link,585516
640435,2019,06-000RGG6600-001,123025,Real Property/Personal Property Link,585522
640435,2019,06-000RGG6600-001,123025,Real Property/Personal Property Link,585521
640440,2019,06-000RGG6636-001,123025,Real Property/Personal Property Link,585527
640445,2019,06-000RGG6648-001,123025,Real Property/Personal Property Link,585531
640447,2019,06-000RGG6650-001,123025,Real Property/Personal Property Link,585536
640453,2019,06-000RGG6658-001,123025,Real Property/Personal Property Link,585541
640454,2019,06-000RGG6662-001,123025,Real Property/Personal Property Link,585545
640458,2019,06-000RGG6669-001,123025,Real Property/Personal Property Link,585550
640460,2019,06-000RGG6673-001,123025,Real Property/Personal Property Link,585555
640461,2019,06-000RGG6674-001,123025,Real Property/Personal Property Link,585559
640470,2019,06-000RGG6694-001,123025,Real Property/Personal Property Link,585565
640471,2019,06-000RGG6695-001,123025,Real Property/Personal Property Link,585569
640475,2019,06-000RGG6708-001,123025,Real Property/Personal Property Link,585574
640522,2019,06-000RGG6890-001,123025,Real Property/Personal Property Link,1454649
640524,2019,06-000RGG6892-001,123025,Real Property/Personal Property Link,585584
640548,2019,06-000RGG7033-001,123025,Real Property/Personal Property Link,585591
640557,2019,06-000RGG7053-001,123025,Real Property/Personal Property Link,585597
640562,2019,06-0798-33-2-02-03-0000,60218,3 - Agricultural (tieback is primary parcel),1442875
640562,2019,06-0798-33-2-02-01-0000,60218,3 - Agricultural (tieback is primary parcel),1442874
640566,2019,06-000RGG7059-001,123025,Real Property/Personal Property Link,585602
640576,2019,06-000RGG7109-001,123025,Real Property/Personal Property Link,585607
640584,2019,06-000RGG7115-001,123025,Real Property/Personal Property Link,585612
640603,2019,06-000RGG7230-001,123025,Real Property/Personal Property Link,585618
640612,2019,06-000RGG7253-001,123025,Real Property/Personal Property Link,585627
640635,2019,06-000RGG7434-001,123025,Real Property/Personal Property Link,585634
640638,2019,06-000RGG7457-001,123025,Real Property/Personal Property Link,585638
640698,2019,06-0798-11-1-10-17-4001,127508,8 - Split,1571521
640704,2019,06-000RGG7666-001,123025,Real Property/Personal Property Link,585657
640716,2019,06-000RGG7722-001,123025,Real Property/Personal Property Link,585663
640729,2019,06-000RGG7818-001,123025,Real Property/Personal Property Link,585672
640749,2019,06-000RGG7919-001,123025,Real Property/Personal Property Link,585678
640774,2019,06-0798-11-4-22-17-0002,60219,4 - MH Linked to Land in Same Ownership,632934
640774,2019,06-0798-11-4-22-17-8001,60219,4 - MH Linked to Land in Same Ownership,632934
640820,2019,06-000RGG8235-001,123025,Real Property/Personal Property Link,585689
640822,2019,06-000RGG8240-001,123025,Real Property/Personal Property Link,585694
640841,2019,06-0798-15-2-02-01-6000,127508,8 - Split,1509762
640841,2019,06-0798-15-2-02-01-6001,127508,8 - Split,1509763
640865,2019,06-000RGG8336-001,123025,Real Property/Personal Property Link,585703
640867,2019,06-000RGG8377-001,123025,Real Property/Personal Property Link,585707
640944,2019,06-000RGG8677-001,123025,Real Property/Personal Property Link,585729
640973,2019,06-000RGG8857-001,123025,Real Property/Personal Property Link,585736
640976,2019,06-000RGG8879-001,123025,Real Property/Personal Property Link,585741
640982,2019,06-000RGG8898-001,123025,Real Property/Personal Property Link,585746
641090,2019,06-000RGG9452-001,123025,Real Property/Personal Property Link,585766
641116,2019,06-000RGG9671-001,123025,Real Property/Personal Property Link,585772
641140,2019,06-0798-19-1-01-40-0000,60218,3 - Agricultural (tieback is primary parcel),612294
641166,2019,06-000RGH1124-001,123025,Real Property/Personal Property Link,585785
641168,2019,06-000RGH1126-001,123025,Real Property/Personal Property Link,585790
641172,2019,06-000RGH1134-001,123025,Real Property/Personal Property Link,585795
641179,2019,06-000RGH1149-001,123025,Real Property/Personal Property Link,585800
641194,2019,06-000RGH1192-001,123025,Real Property/Personal Property Link,585805
641196,2019,06-000RGH1194-001,123025,Real Property/Personal Property Link,585810
641202,2019,06-000RGH1206-001,123025,Real Property/Personal Property Link,585815
641251,2019,06-000RGH1265-001,123025,Real Property/Personal Property Link,585824
641261,2019,06-000RGH1275-001,123025,Real Property/Personal Property Link,585830
641265,2019,06-000RGH1281-001,123025,Real Property/Personal Property Link,585834
641266,2019,06-000RGH1283-001,123025,Real Property/Personal Property Link,585839
641269,2019,06-000RGH1292-001,123025,Real Property/Personal Property Link,585844
641278,2019,06-000RGH1310-001,123025,Real Property/Personal Property Link,585849
641279,2019,06-000RGH1312-001,123025,Real Property/Personal Property Link,585853
641280,2019,06-000RGH1314-001,123025,Real Property/Personal Property Link,585858
641281,2019,06-000RGH1316-001,123025,Real Property/Personal Property Link,585862
641290,2019,06-000RGH1328-001,123025,Real Property/Personal Property Link,585868
641299,2019,06-000RGH1343-001,123025,Real Property/Personal Property Link,585873
641300,2019,06-000RGH1345-001,123025,Real Property/Personal Property Link,585878
641304,2019,06-000RGH1350-001,123025,Real Property/Personal Property Link,585882
641312,2019,06-000RGH1367-001,123025,Real Property/Personal Property Link,585887
641320,2019,06-000RGH1393-001,123025,Real Property/Personal Property Link,585893
641334,2019,06-000RGH1419-001,123025,Real Property/Personal Property Link,585903
641377,2019,06-000RGH1495-001,123025,Real Property/Personal Property Link,585912
641380,2019,06-000RGH1501-001,123025,Real Property/Personal Property Link,585916
641387,2019,06-000RGH1511-001,123025,Real Property/Personal Property Link,585921
641398,2019,06-000RGH1552-001,123025,Real Property/Personal Property Link,585927
641400,2019,06-000RGH1558-001,123025,Real Property/Personal Property Link,585931
641401,2019,06-000RGH1559-001,123025,Real Property/Personal Property Link,585936
641405,2019,06-000RGH1564-001,123025,Real Property/Personal Property Link,585949
641407,2019,06-0799-07-2-13-16-0000,123025,Real Property/Personal Property Link,642049
641410,2019,06-000RGH1577-001,123025,Real Property/Personal Property Link,585954
641418,2019,06-000RGH1586-001,123025,Real Property/Personal Property Link,585959
641435,2019,06-000RGH1623-001,123025,Real Property/Personal Property Link,585966
641453,2019,06-000RGH1642-001,123025,Real Property/Personal Property Link,585972
641497,2019,06-000RGH1721-001,123025,Real Property/Personal Property Link,585980
641498,2019,06-000RGH1722-001,123025,Real Property/Personal Property Link,585985
1428686,2019,06-0699-06-4-01-04-0000,127508,8 - Split,645342
1428687,2019,06-0699-06-4-01-04-0000,127508,8 - Split,645342
1428703,2019,06-1112-21-1-01-01-0000,127508,8 - Split,594915
1428704,2019,06-1112-21-1-01-01-0000,127508,8 - Split,594915
1428717,2019,06-0698-07-2-01-05-0000,127508,8 - Split,624580
1428744,2019,06-1009-10-1-06-10-0000,127508,8 - Split,646471
1428745,2019,06-1009-10-1-06-10-0000,127508,8 - Split,646471
1428769,2019,06-0798-34-1-01-08-0000,127508,8 - Split,641031
1428839,2019,06-0904-18-1-02-07-0000,127508,8 - Split,605012
1428839,2019,06-0904-18-1-02-07-0001,127508,8 - Split,605012
1428840,2019,06-0904-18-1-02-07-0001,127508,8 - Split,605012
1428840,2019,06-0904-18-1-02-05-0000,60218,3 - Agricultural (tieback is primary parcel),1428839
1428840,2019,06-0904-18-1-02-07-0000,127508,8 - Split,605012
1428862,2019,06-0798-13-4-06-01-0000,127508,8 - Split,640592
1429059,2019,06-0903-17-1-01-13-0000,127508,8 - Split,602003
1429101,2019,06-0798-10-3-01-40-0000,127508,8 - Split,618884
1429102,2019,06-0798-10-3-01-40-0000,127508,8 - Split,618884
1429103,2019,06-0798-10-3-01-40-0000,127508,8 - Split,618884
1429104,2019,06-0798-10-3-01-40-0000,127508,8 - Split,618884
1429105,2019,06-0798-10-3-01-40-0000,127508,8 - Split,618884
1429138,2019,06-0798-10-3-01-40-0000,127508,8 - Split,618884
1431583,2019,06-0798-14-2-01-20-0000,127509,9 - Other,614705
1434970,2019,06-0339-05-3-01-01-0000,127508,8 - Split,629686
1434971,2019,06-0339-05-3-01-01-0000,127508,8 - Split,629686
1434972,2019,06-0339-05-3-01-01-0000,127508,8 - Split,629686
1434973,2019,06-0339-05-3-01-01-0000,127508,8 - Split,629686
1434974,2019,06-0339-05-3-01-01-0000,127508,8 - Split,629686
1434975,2019,06-0339-05-3-01-01-0000,127508,8 - Split,629686
1434976,2019,06-0339-05-3-01-01-0000,127508,8 - Split,629686
1434977,2019,06-0339-05-3-01-01-0000,127508,8 - Split,629686
1434978,2019,06-0339-05-3-01-01-0000,127508,8 - Split,629686
1434979,2019,06-0339-05-3-01-01-0000,127508,8 - Split,629686
1434980,2019,06-0339-05-3-01-01-0000,127508,8 - Split,629686
1434981,2019,06-0339-05-3-01-01-0000,127508,8 - Split,629686
1434982,2019,06-0339-05-3-01-01-0000,127508,8 - Split,629686
1434983,2019,06-0339-05-3-01-01-0000,127508,8 - Split,629686
1434984,2019,06-0339-05-3-01-01-0000,127508,8 - Split,629686
1434985,2019,06-0339-05-3-01-01-0000,127508,8 - Split,629686
1435184,2019,06-0698-11-1-01-01-0000,127508,8 - Split,645167
1435185,2019,06-0698-11-1-01-01-0000,127508,8 - Split,645167
